"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Okna","Winda","Wyposazenie","Material budynku","cena","urlo","miasto","Media","Zabezpieczenia","Informacje dodatkowe","Dostepne od"
"1:483","35,7 m²","pelna wlasnosc","1 ","do wykonczenia","8/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-ID4ecNg","katowice",NA,NA,NA,NA
"1:484","35,7 m²","pelna wlasnosc","1 ","do wykonczenia","8/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-bez-prowizji-ID4ecNe","katowice",NA,NA,NA,NA
"1:485","29,86 m²","pelna wlasnosc","1 ","do wykonczenia","6/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-loggia-ID4ecNa","katowice",NA,NA,NA,NA
"1:486","35,7 m²","pelna wlasnosc","1 ","do wykonczenia","6/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-ID4ecN8","katowice",NA,NA,NA,NA
"1:487","35,7 m²","pelna wlasnosc","1 ","do wykonczenia","7/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-bezposrednio-ID4ecN7","katowice",NA,NA,NA,NA
"1:488","35,7 m²","pelna wlasnosc","1 ","do wykonczenia","5/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-ID4ecN5","katowice",NA,NA,NA,NA
"1:489","35,7 m²","pelna wlasnosc","1 ","do wykonczenia","5/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-bez-prowizji-ID4ecN4","katowice",NA,NA,NA,NA
"1:490","35,7 m²","pelna wlasnosc","1 ","do wykonczenia","6/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-ID4ecN3","katowice",NA,NA,NA,NA
"1:491","35,7 m²","pelna wlasnosc","1 ","do wykonczenia","4/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-bez-prowizji-ID4ecN2","katowice",NA,NA,NA,NA
"1:492","35,7 m²","pelna wlasnosc","1 ","do wykonczenia","4/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-ID4ecMZ","katowice",NA,NA,NA,NA
"1:493","35,7 m²","pelna wlasnosc","1 ","do wykonczenia","3/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-ID4ecMT","katowice",NA,NA,NA,NA
"1:494","29,86 m²","pelna wlasnosc","1 ","do wykonczenia","3/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-loggia-bezposrednio-ID4ecMK","katowice",NA,NA,NA,NA
"1:495","35,7 m²","pelna wlasnosc","1 ","do wykonczenia","2/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-ID4ecMF","katowice",NA,NA,NA,NA
"1:496","35,7 m²","pelna wlasnosc","1 ","do wykonczenia","3/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-bezposrednio-ID4ecMD","katowice",NA,NA,NA,NA
"1:497","29,86 m²","pelna wlasnosc","1 ","do wykonczenia","2/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-loggia-ID4ecMC","katowice",NA,NA,NA,NA
"1:498","29,47 m²","pelna wlasnosc","1 ","do wykonczenia","1/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-loggia-ID4ecMA","katowice",NA,NA,NA,NA
"1:499","29,86 m²","pelna wlasnosc","1 ","do wykonczenia","2/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-loggia-bez-prowizji-ID4ecMz","katowice",NA,NA,NA,NA
"1:500","35,19 m²","pelna wlasnosc","1 ","do wykonczenia","1/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-bezposrednio-ID4ecMx","katowice",NA,NA,NA,NA
"1:501","35,22 m²","pelna wlasnosc","1 ","do wykonczenia","1/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-bezposrednio-ID4ecMs","katowice",NA,NA,NA,NA
"1:502","35,7 m²","pelna wlasnosc","1 ","do wykonczenia","9/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-bezposrednio-ID4ecMf","katowice",NA,NA,NA,NA
"1:503","35,7 m²","pelna wlasnosc","1 ","do wykonczenia","7/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-bezposrednio-ID4ecMc","katowice",NA,NA,NA,NA
"1:504","35,7 m²","pelna wlasnosc","1 ","do wykonczenia","5/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-bez-prowizji-ID4ecM9","katowice",NA,NA,NA,NA
"1:505","35,7 m²","pelna wlasnosc","1 ","do wykonczenia","9/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-bezposrednio-ID4ecM7","katowice",NA,NA,NA,NA
"1:506","29,86 m²","pelna wlasnosc","1 ","do wykonczenia","6/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-loggia-bez-prowizji-ID4ecM4","katowice",NA,NA,NA,NA
"1:507","29,86 m²","pelna wlasnosc","1 ","do wykonczenia","3/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-loggia-bez-prowizji-ID4ecM1","katowice",NA,NA,NA,NA
"1:508","29,86 m²","pelna wlasnosc","1 ","do wykonczenia","5/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-loggia-ID4ecM0","katowice",NA,NA,NA,NA
"1:509","35,7 m²","pelna wlasnosc","1 ","do wykonczenia","5/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-bezposrednio-ID4ecLV","katowice",NA,NA,NA,NA
"1:510","35,7 m²","pelna wlasnosc","1 ","do wykonczenia","8/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-bezposrednio-ID4ecLT","katowice",NA,NA,NA,NA
"1:511","35,7 m²","pelna wlasnosc","1 ","do wykonczenia","4/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-bez-prowizji-ID4ecLR","katowice",NA,NA,NA,NA
"1:512","35,7 m²","pelna wlasnosc","1 ","do wykonczenia","4/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-bez-prowizji-ID4ecLM","katowice",NA,NA,NA,NA
"1:513","35,7 m²","pelna wlasnosc","1 ","do wykonczenia","2/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-bezposrednio-ID4ecLI","katowice",NA,NA,NA,NA
"1:514","29,86 m²","pelna wlasnosc","1 ","do wykonczenia","4/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-loggia-bezposrednio-ID4ecLH","katowice",NA,NA,NA,NA
"1:515","35,7 m²","pelna wlasnosc","1 ","do wykonczenia","2/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-bezposrednio-ID4ecLz","katowice",NA,NA,NA,NA
"1:516","35,19 m²","pelna wlasnosc","1 ","do wykonczenia","1/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-ID4ecLy","katowice",NA,NA,NA,NA
"1:517","35,22 m²","pelna wlasnosc","1 ","do wykonczenia","1/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-loggia-bezposrednio-ID4ecLt","katowice",NA,NA,NA,NA
"1:518","28,04 m²","zapytaj","1 ","do wykonczenia","7/8","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2022","apartamentowiec",NA,"tak",NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/inspire-mieszkanie-w-zielonym-sercu-katowic-d-7-10-ID4dXNk","katowice","telewizja kablowa, internet","domofon / wideofon",NA,NA
"1:519","37,9 m²","zapytaj","2 ","do wykonczenia","7/8","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2022","apartamentowiec",NA,"tak",NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/inspire-mieszkanie-w-zielonym-sercu-katowic-d-7-2-ID4dXLs","katowice","telewizja kablowa, internet","domofon / wideofon",NA,NA
"1:520","27,1 m²","zapytaj","1 ","do wykonczenia","6/8","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2022","apartamentowiec",NA,"tak",NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/inspire-mieszkanie-w-zielonym-sercu-katowic-d-6-5-ID4dXHJ","katowice","telewizja kablowa, internet","domofon / wideofon",NA,"2023-08-30"
"1:521","37,9 m²","zapytaj","2 ","do wykonczenia","6/8","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2022","apartamentowiec",NA,"tak",NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/inspire-mieszkanie-w-zielonym-sercu-katowic-d-6-2-ID4dXGQ","katowice","telewizja kablowa, internet","domofon / wideofon",NA,"2023-08-30"
"1:522","26,97 m²","zapytaj","1 ","do wykonczenia","6/8","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2022","apartamentowiec",NA,"tak",NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/inspire-mieszkanie-w-zielonym-sercu-katowic-d-6-1-ID4dXGL","katowice","telewizja kablowa, internet","domofon / wideofon",NA,NA
"1:523","28,02 m²","zapytaj","1 ","do wykonczenia","5/8","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2022","apartamentowiec",NA,"tak",NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/inspire-mieszkanie-w-zielonym-sercu-katowic-d-5-10-ID4dXFT","katowice","telewizja kablowa, internet","domofon / wideofon",NA,NA
"1:524","36,07 m²","zapytaj","2 ","do wykonczenia","5/8","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2022","apartamentowiec",NA,"tak",NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/inspire-mieszkanie-w-zielonym-sercu-katowic-d-5-2-ID4dXBy","katowice","telewizja kablowa, internet","domofon / wideofon",NA,"2023-08-30"
"1:525","26,97 m²","zapytaj","1 ","do wykonczenia","5/8","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2022","apartamentowiec",NA,"tak",NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/inspire-mieszkanie-w-zielonym-sercu-katowic-d-5-1-ID4dXBp","katowice","telewizja kablowa, internet","domofon / wideofon",NA,NA
"1:526","28,02 m²","zapytaj","1 ","do wykonczenia","4/8","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2022","apartamentowiec",NA,"tak",NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/inspire-mieszkanie-w-zielonym-sercu-katowic-d-4-10-ID4dXAQ","katowice","telewizja kablowa, internet","domofon / wideofon",NA,NA
"1:527","26,97 m²","zapytaj","1 ","do wykonczenia","4/8","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2022","apartamentowiec",NA,"tak",NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/inspire-mieszkanie-w-zielonym-sercu-katowic-d-4-1-ID4dXvx","katowice","telewizja kablowa, internet","domofon / wideofon",NA,NA
"1:528","32,6 m²","zapytaj","1 ","zapytaj","1/4","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,"194 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-na-nikiszowcu-ID4dEQH","katowice",NA,NA,NA,NA
"1:529","37,49 m²","zapytaj","2 ","do wykonczenia","parter/8","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2021","apartamentowiec",NA,"tak",NA,NA,"435 000 zl","https://www.otodom.pl/pl/oferta/inspire-dolina-3-stawow-2-pokoje-ogrodek-ID4dveZ","katowice",NA,"monitoring / ochrona",NA,NA
"1:530","34,45 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","balkon","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ",NA,"blok","plastikowe","tak",NA,"silikat","395 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-centrum-katowice-ID4cK7P","katowice",NA,"domofon / wideofon",NA,NA
"1:531","34,45 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok",NA,"tak",NA,"silikat","395 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-katowice-centrum-ID4cK7J","katowice",NA,"domofon / wideofon",NA,NA
"1:532","35,9 m²","zapytaj","2 ","do wykonczenia","4/13","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2020","apartamentowiec","plastikowe","tak",NA,"inne","351 820 zl","https://www.otodom.pl/pl/oferta/2-pokoje-super-lokalizacja-ID4deTZ","katowice","internet","monitoring / ochrona",NA,NA
"1:533","34 m²","zapytaj","1 ","do wykonczenia","2/3","balkon, taras","zapytaj","zapytaj","zapytaj","gazowe","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,NA,"306 000 zl","https://www.otodom.pl/pl/oferta/m1-kawalerka-brynow-dworska-nowa-inwestycja-ID4det8","katowice",NA,NA,NA,NA
"1:534","30,47 m²","zapytaj","1 ","zapytaj","1/4","balkon","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2020","kamienica","plastikowe","tak",NA,NA,"310 322 zl","https://www.otodom.pl/pl/oferta/mieszkanie-30-47-m-katowice-ID4d4YF","katowice",NA,NA,"oddzielna kuchnia",NA
"1:535","29,75 m²","pelna wlasnosc","1 ","do wykonczenia","parter/3","taras, ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-ogrodek-bez-prowizji-ID4cXrr","katowice",NA,NA,NA,NA
"1:536","34,25 m²","zapytaj","1 ","do wykonczenia","1/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2020","apartamentowiec","plastikowe","tak",NA,"inne","260 300 zl","https://www.otodom.pl/pl/oferta/kawalerka-duzy-balkon-ID4c43y","katowice","internet","monitoring / ochrona","oddzielna kuchnia",NA
"1:537","38 m²","pelna wlasnosc","2 ","do zamieszkania","parter","zapytaj","zapytaj","zapytaj","tak","gazowe","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie","lodówka, piekarnik, kuchenka",NA,"275 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-scisle-centrum-po-remoncie-ID4bCj3","katowice","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,NA
"1:538","28 m²","pelna wlasnosc","1 ","do zamieszkania","1/2","zapytaj","189 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie","lodówka, meble, piekarnik, kuchenka, pralka","cegla","238 999 zl","https://www.otodom.pl/pl/oferta/boczna-od-ul-markiewki-bogucice-ID4biH3","katowice","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon","piwnica",NA
"1:539","33,07 m²","pelna wlasnosc","2 ","do wykonczenia","> 10/13","balkon","200 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ",NA,"blok",NA,"nie",NA,NA,"355 503 zl","https://www.otodom.pl/pl/oferta/debowe-tarasy-z-widokiem-na-panorame-katowic-ID4be27","katowice",NA,NA,NA,"2022-05-31"
"1:540","33 m²","pelna wlasnosc","2 ","do zamieszkania","1/3","zapytaj","200 zl","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie","lodówka, meble, piekarnik, kuchenka, pralka","cegla","285 000 zl","https://www.otodom.pl/pl/oferta/centrum-po-generalnym-dwa-pokoje-ID4aHxU","katowice","internet",NA,NA,NA
"1:541","37 m²","zapytaj","2 ","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,"275 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-37-m-katowice-ID49fjj","katowice",NA,NA,NA,NA
"1:542","33,07 m²","zapytaj","2 ","zapytaj","8/12","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,NA,"393 533 zl","https://www.otodom.pl/pl/oferta/katowice-debowe-tarasy-kup-bez-prowizji-brak-pcc-ID49bMk","katowice","telewizja kablowa, internet, telefon",NA,"oddzielna kuchnia",NA
"1:543","33,07 m²","zapytaj","2 ","zapytaj","10/12","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,NA,"393 533 zl","https://www.otodom.pl/pl/oferta/katowice-debowe-tarasy-kup-bez-prowizji-brak-pcc-ID49bMm","katowice","telewizja kablowa, internet, telefon",NA,"oddzielna kuchnia",NA
"1:544","32,6 m²","zapytaj","2 ","zapytaj","5/12","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,NA,"387 940 zl","https://www.otodom.pl/pl/oferta/katowice-debowe-tarasy-kup-bez-prowizji-brak-pcc-ID49bMi","katowice","telewizja kablowa, internet, telefon",NA,"oddzielna kuchnia",NA
"1:545","37,31 m²","zapytaj","2 ","zapytaj","3/12","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,NA,"380 562 zl","https://www.otodom.pl/pl/oferta/katowice-debowe-tarasy-kup-bez-prowizji-brak-pcc-ID49bMj","katowice","telewizja kablowa, internet, telefon",NA,"oddzielna kuchnia",NA
"1:546","31,15 m²","zapytaj","1 ","zapytaj","2/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,NA,"289 695 zl","https://www.otodom.pl/pl/oferta/mieszkanie-31-15-m-katowice-ID49bLS","katowice","telewizja kablowa, internet, telefon","monitoring / ochrona","oddzielna kuchnia",NA
"1:547","27,27 m²","zapytaj","1 ","zapytaj","parter/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,NA,"259 065 zl","https://www.otodom.pl/pl/oferta/mieszkanie-27-27-m-katowice-ID49bLR","katowice","telewizja kablowa, internet, telefon","monitoring / ochrona","oddzielna kuchnia",NA
"1:548","31,15 m²","zapytaj","1 ","zapytaj","parter/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,NA,"289 695 zl","https://www.otodom.pl/pl/oferta/mieszkanie-31-15-m-katowice-ID49bLQ","katowice","telewizja kablowa, internet, telefon","monitoring / ochrona","oddzielna kuchnia",NA
"1:549","25,71 m²","zapytaj","1 ","zapytaj","2/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,NA,"257 100 zl","https://www.otodom.pl/pl/oferta/mieszkanie-25-71-m-katowice-ID49bLx","katowice","telewizja kablowa, internet, telefon","monitoring / ochrona","oddzielna kuchnia",NA
"1:550","30,9 m²","zapytaj","2 ","zapytaj","1/12","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,NA,"367 353 zl","https://www.otodom.pl/pl/oferta/katowice-debowe-tarasy-ID49bKS","katowice","telewizja kablowa, internet, telefon",NA,"oddzielna kuchnia",NA
"1:551","25,92 m²","zapytaj","1 ","zapytaj","1/12","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,NA,"311 040 zl","https://www.otodom.pl/pl/oferta/katowice-debowe-tarasy-kup-bez-prowizji-brak-pcc-ID49bKR","katowice","telewizja kablowa, internet, telefon",NA,"oddzielna kuchnia",NA
"1:552","32,7 m²","zapytaj","2 ","do wykonczenia","parter/4","balkon","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","nie",NA,NA,"268 140 zl","https://www.otodom.pl/pl/oferta/nowa-inwestycja-na-nikiszowcu-ID49bI0","katowice","telewizja kablowa, internet, telefon",NA,NA,NA
