"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","cena","urlo","miasto","Material budynku","Informacje dodatkowe","Dostepne od"
"1:1597","26,5 m²","pelna wlasnosc","1 ","zapytaj","2/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022",NA,NA,"nie",NA,NA,NA,"272 538 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-garaz-podziemny-inwestycja-0-ID4fQn0","wroclaw",NA,"pom. uzytkowe","2023-10-01"
"1:1598","31,5 m²","pelna wlasnosc","1 ","zapytaj","3/3","balkon","250 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2012","apartamentowiec",NA,"tak",NA,"monitoring / ochrona",NA,"438 000 zl","https://www.otodom.pl/pl/oferta/okolice-ul-lubinowej-2012-inwestycja-comiejskie-ID4fORw","wroclaw","silikat",NA,NA
"1:1599","32 m²","pelna wlasnosc","1 ","do wykonczenia","3/4","taras","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ",NA,"apartamentowiec","drewniane","tak",NA,NA,NA,"599 000 zl","https://www.otodom.pl/pl/oferta/14m2-taras-z-widokiem-na-prywatny-park-ok-pl-bema-ID4fOOs","wroclaw",NA,"piwnica",NA
"1:1600","36,08 m²","pelna wlasnosc","2 ","do wykonczenia","1/10","balkon","300 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak","internet","domofon / wideofon",NA,"348 172 zl","https://www.otodom.pl/pl/oferta/2-pokoje-36-m2z-dobrym-rozkladem-ID4fOgw","wroclaw","beton",NA,"2024-03-01"
"1:1601","27 m²","pelna wlasnosc","1 ","zapytaj","3/12","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2021",NA,NA,"nie",NA,NA,NA,"260 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-wynajmuj-mieszkaj-gotowe-pod-klucz-ID4fO3Q","wroclaw",NA,NA,"2022-04-01"
"1:1602","35,83 m²","pelna wlasnosc","2 ","zapytaj","1/4","taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2021","kamienica",NA,"tak",NA,NA,NA,"839 000 zl","https://www.otodom.pl/pl/oferta/wyjatkowe-i-unikatowe-w-centrum-miastataras-14m2-ID4fN7S","wroclaw",NA,"pom. uzytkowe","2021-06-02"
"1:1603","29,61 m²","zapytaj","1 ","do wykonczenia","parter/2","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022",NA,NA,"nie",NA,NA,NA,"340 367 zl","https://www.otodom.pl/pl/oferta/duze-mieszkanie-duzo-swiatla-dobra-lokalizacja-ID4fMKX","wroclaw",NA,NA,"2022-03-01"
"1:1604","31,5 m²","zapytaj","1 ","do zamieszkania","parter","ogródek","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2020",NA,NA,"tak",NA,NA,"meble","83 000 USD","https://www.otodom.pl/pl/oferta/31-5-m2-10-ID4fMkY","wroclaw",NA,NA,NA
"1:1605","37,6 m²","pelna wlasnosc","2 ","do zamieszkania","parter/4","ogródek","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2020","apartamentowiec",NA,"tak",NA,"monitoring / ochrona","meble","550 000 zl","https://www.otodom.pl/pl/oferta/biskupin-do-wprowadzenia-z-ogrodkiem-pl-ID4cfEB","wroclaw",NA,NA,NA
"1:1606","18 m²","pelna wlasnosc","1 ","zapytaj","5/5","zapytaj","116 zl","zapytaj","zapytaj","elektryczne","wtórny","biuro nieruchomosci ","1930","kamienica",NA,"nie",NA,NA,NA,"319 000 zl","https://www.otodom.pl/pl/oferta/okolice-ul-nozowniczej-inwestycja-lux-ID4fLqI","wroclaw","cegla",NA,NA
"1:1607","31,5 m²","zapytaj","1 ","do zamieszkania","parter","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2020","blok",NA,"tak","internet","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, rolety antywlamaniowe","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","359 999 zl","https://www.otodom.pl/pl/oferta/umeblowana-kawalerka-z-ogrodkiem-ID4euql","wroclaw",NA,NA,NA
"1:1608","19,59 m²","pelna wlasnosc","1 ","zapytaj","3/4","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","apartamentowiec",NA,"tak",NA,NA,NA,"265 000 zl","https://www.otodom.pl/pl/oferta/mikrokawalerka-duze-przeszklenia-fvat-23-ID4fKW6","wroclaw",NA,NA,NA
"1:1609","17,18 m²","pelna wlasnosc","1 ","zapytaj","2/4","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","apartamentowiec",NA,"tak",NA,NA,NA,"223 500 zl","https://www.otodom.pl/pl/oferta/mikrokawalerka-kepa-23-vat-inwestuj-ID4fKW4","wroclaw",NA,NA,NA
"1:1610","27,39 m²","pelna wlasnosc","1 ","zapytaj","4/4","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","apartamentowiec",NA,"tak",NA,NA,NA,"385 000 zl","https://www.otodom.pl/pl/oferta/jasna-kawalerka-na-ostatnim-pietrze-fvat-23-ID4fKW5","wroclaw",NA,NA,NA
"1:1611","16,15 m²","pelna wlasnosc","1 ","zapytaj","1/4","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","apartamentowiec",NA,"tak",NA,NA,NA,"218 000 zl","https://www.otodom.pl/pl/oferta/inwestycja-mikroapartament-centrum-23-vat-ID4fKW3","wroclaw",NA,NA,NA
"1:1612","36,84 m²","pelna wlasnosc","2 ","do wykonczenia","4/4","balkon, taras","350 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"375 400 zl","https://www.otodom.pl/pl/oferta/2-pokoje-z-2-tarasami-15-min-do-centrum-ID4fKJi","wroclaw","inne",NA,"2023-09-01"
"1:1613","35,91 m²","pelna wlasnosc","2 ","do zamieszkania","3/4","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2021",NA,NA,"nie",NA,NA,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka","755 990 zl","https://www.otodom.pl/pl/oferta/lux-2-pok-ksiecia-witolda-ID4fKAx","wroclaw",NA,NA,"2022-03-09"
"1:1614","36,92 m²","pelna wlasnosc","2 ","zapytaj","parter/4","zapytaj","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1900","kamienica","plastikowe","nie",NA,NA,"meble","489 000 zl","https://www.otodom.pl/pl/oferta/2-pokojeswietna-lokalizacjaparkinginwestycja-ID4fKso","wroclaw",NA,NA,NA
"1:1615","30,24 m²","pelna wlasnosc","1 ","do wykonczenia","1/7","balkon, taras","250 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2024","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"349 272 zl","https://www.otodom.pl/pl/oferta/kawalerka-przy-parku-15-imn-do-centrum-ID4fK46","wroclaw","inne",NA,"2024-04-01"
"1:1616","28 m²","zapytaj","1 ","do wykonczenia","parter/5","taras","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2021","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"319 000 zl","https://www.otodom.pl/pl/oferta/na-sprzedaz-kawalerka-jagodno-gotowa-do-odbioru-ID4fJJk","wroclaw","silikat",NA,NA
"1:1617","35,38 m²","zapytaj","2 ","zapytaj","3/4","taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","tak","telewizja kablowa, internet",NA,NA,"348 493 zl","https://www.otodom.pl/pl/oferta/smart-home-filtry-antysmogowe-w-cenie-mieszkania-ID4fJcB","wroclaw","pustak",NA,NA
"1:1618","24 m²","pelna wlasnosc","1 ","zapytaj","4/10","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,"349 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-przy-sky-tower-m-miejskie-ID4fIZd","wroclaw",NA,NA,NA
"1:1619","35 m²","pelna wlasnosc","2 ","do remontu","parter/4","zapytaj","170 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1980","blok",NA,"nie",NA,NA,NA,"400 000 zl","https://www.otodom.pl/pl/oferta/krzyki-2-pokoje-35m2-wyremontowane-ID4fINw","wroclaw","wielka plyta","oddzielna kuchnia",NA
"1:1620","29 m²","pelna wlasnosc","1 ","do zamieszkania","parter/3","zapytaj","120 zl","zapytaj","zapytaj","elektryczne","wtórny","biuro nieruchomosci ","1960","kamienica","plastikowe","nie",NA,NA,"meble","235 000 zl","https://www.otodom.pl/pl/oferta/okolice-dworcowej-antresola-ID4fI2h","wroclaw","cegla",NA,NA
"1:1621","35,98 m²","zapytaj","2 ","zapytaj","parter/4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022",NA,NA,"nie",NA,NA,NA,"379 000 zl","https://www.otodom.pl/pl/oferta/zatorska-mozliwosc-2-pokoi-balkon-iv-q-2022-ID4fHYR","wroclaw",NA,"pom. uzytkowe",NA
"1:1622","25 m²","zapytaj","1 ","do zamieszkania","parter/2","zapytaj","180 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1980","blok","plastikowe","nie",NA,NA,"meble","340 000 zl","https://www.otodom.pl/pl/oferta/okolice-golezyckiej-ID4fGR2","wroclaw",NA,"oddzielna kuchnia",NA
"1:1623","37 m²","pelna wlasnosc","2 ","do remontu","parter/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1900","kamienica",NA,"nie",NA,NA,NA,"489 000 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-na-podwalu-ID4fGkh","wroclaw","cegla",NA,NA
"1:1624","23,71 m²","pelna wlasnosc","1 ","zapytaj","4/11","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1980","blok",NA,"tak",NA,NA,NA,"350 000 zl","https://www.otodom.pl/pl/oferta/okolice-ul-jantarowej-inwestycja-ID4fGdz","wroclaw","wielka plyta",NA,NA
"1:1625","30,43 m²","pelna wlasnosc","2 ","do zamieszkania","3/4","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2021","blok",NA,"tak",NA,NA,NA,"349 940 zl","https://www.otodom.pl/pl/oferta/miszkanie-z-rynku-pierwotnego-oddane-do-uzytku-ID4fG90","wroclaw",NA,NA,NA
"1:1626","23,71 m²","pelna wlasnosc","1 ","zapytaj","4/11","zapytaj","300 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1990","blok","plastikowe","nie",NA,NA,"meble","350 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-niski-czynsz-swietna-lokalizacja-ID4fDvM","wroclaw",NA,NA,NA
"1:1627","37,06 m²","zapytaj","2 ","do wykonczenia","2/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok",NA,"tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"380 540 zl","https://www.otodom.pl/pl/oferta/cicho-i-spokojnie-2-pokoje-blisko-lasu-ID4fCUv","wroclaw",NA,NA,"2022-09-30"
"1:1628","24 m²","zapytaj","1 ","do zamieszkania","4/11","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1980","blok","plastikowe","tak",NA,"domofon / wideofon","lodówka, meble, piekarnik, kuchenka, pralka","350 000 zl","https://www.otodom.pl/pl/oferta/okolice-sky-tower-winda-ID4fCEM","wroclaw",NA,NA,NA
"1:1629","20,13 m²","zapytaj","1 ","zapytaj","3/4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec",NA,"tak","telewizja kablowa, internet","domofon / wideofon",NA,"241 560 zl","https://www.otodom.pl/pl/oferta/kompaktowy-apartament-zwycieska-3-3-30-ID4fjEv","wroclaw",NA,NA,NA
"1:1630","37,06 m²","zapytaj","2 ","zapytaj","2/4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022",NA,NA,"nie",NA,NA,NA,"379 000 zl","https://www.otodom.pl/pl/oferta/balkon-zielona-spokojna-okolica-4-kwartal-22-ID4fCuA","wroclaw",NA,"pom. uzytkowe",NA
"1:1631","30 m²","spóldzielcze wlasnosciowe","1 ","do zamieszkania","2/4","zapytaj","370 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1977","blok",NA,"nie",NA,"monitoring / ochrona",NA,"350 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-30-m-ul-strzegomska-ID4fCkk","wroclaw","wielka plyta","piwnica, oddzielna kuchnia, pom. uzytkowe",NA
"1:1632","37,99 m²","zapytaj","2 ","zapytaj","3/9","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022",NA,NA,"nie",NA,NA,NA,"454 170 zl","https://www.otodom.pl/pl/oferta/szczepin-linia-tramwajowa-pod-inwestycja-balko-ID4fChT","wroclaw",NA,NA,NA
"1:1633","27,38 m²","zapytaj","1 ","zapytaj","3/5","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,"314 185 zl","https://www.otodom.pl/pl/oferta/gotowa-inwestycja-balkon-zielona-okolica-ID4fChR","wroclaw",NA,NA,NA
"1:1634","31,56 m²","zapytaj","2 ","zapytaj","3/5","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,"362 151 zl","https://www.otodom.pl/pl/oferta/gotowa-inwestycja-balkon-zielona-okolica-ID4fChP","wroclaw",NA,NA,NA
"1:1635","31,28 m²","pelna wlasnosc","1 ","do wykonczenia","6/10","taras","300 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","telewizja kablowa, internet","domofon / wideofon",NA,"423 218,40 zl","https://www.otodom.pl/pl/oferta/lokal-uzytkowy-z-20m2-tarasem-grabiszyn-ID4fBDw","wroclaw","inne",NA,"2023-10-01"
"1:1636","26,46 m²","pelna wlasnosc","1 ","do wykonczenia","2/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2023",NA,"plastikowe","nie",NA,NA,NA,"272 538 zl","https://www.otodom.pl/pl/oferta/mieszkanie-o-pow-26-46m-z-balkonem-o-pow-4-05m-ID4fByX","wroclaw",NA,"pom. uzytkowe",NA
"1:1637","34,5 m²","pelna wlasnosc","1 ","do wykonczenia","1/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2023",NA,"plastikowe","nie",NA,NA,NA,"327 750 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-przy-parku-soltysowickim-ID4fBqT","wroclaw",NA,"pom. uzytkowe","2023-11-02"
"1:1638","27,92 m²","pelna wlasnosc","1 ","zapytaj","3/12","balkon","240 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"324 400 zl","https://www.otodom.pl/pl/oferta/nowa-kawalerka-przy-ul-jaworskiej-ID4fBp1","wroclaw","inne",NA,"2022-06-01"
"1:1639","28,04 m²","pelna wlasnosc","1 ","zapytaj","2/12","balkon","250 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"322 100 zl","https://www.otodom.pl/pl/oferta/mieszkanie-inwestycyjne-przy-placu-strzegomskim-ID4fBkz","wroclaw","inne",NA,"2022-06-01"
"1:1640","35,29 m²","pelna wlasnosc","2 ","do wykonczenia","parter/2","ogródek","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"365 906 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-ogrodek-ID4fvLq","wroclaw",NA,NA,NA
"1:1641","32,99 m²","zapytaj","1 ","do wykonczenia","3/6","balkon, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","plastikowe","nie",NA,"drzwi / okna antywlamaniowe, domofon / wideofon, rolety antywlamaniowe",NA,"392 581 zl","https://www.otodom.pl/pl/oferta/kawalerka-33m2-balkon-kamienskiego-poswietne-ID4epfp","wroclaw","silikat","piwnica, oddzielna kuchnia, pom. uzytkowe",NA
"1:1642","28,05 m²","pelna wlasnosc","1 ","do wykonczenia","parter/3","balkon, ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2023",NA,NA,"nie",NA,NA,NA,"289 609 zl","https://www.otodom.pl/pl/oferta/mikrokawaprzy-parku-soltysowickim-z-ogrodkiem-ID4fBcU","wroclaw",NA,"pom. uzytkowe","2023-11-01"
"1:1643","21,68 m²","pelna wlasnosc","1 ","zapytaj","8/10","balkon","180 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon","meble","281 800 zl","https://www.otodom.pl/pl/oferta/mieszkanie-inwestycyjne-przy-ul-hallera-ID4fB4X","wroclaw","inne",NA,"2023-10-01"
"1:1644","21,69 m²","pelna wlasnosc","1 ","zapytaj","1/10","balkon","180 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"281 900 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-przy-hallera-ID4fB4V","wroclaw","inne",NA,"2023-10-01"
"1:1645","35,83 m²","pelna wlasnosc","1 ","do wykonczenia","1/5","taras","zapytaj","zapytaj","Film","zapytaj","pierwotny","biuro nieruchomosci ","2020","apartamentowiec","plastikowe","tak",NA,"monitoring / ochrona",NA,"839 000 zl","https://www.otodom.pl/pl/oferta/mieszkania-dla-koneserow-w-centrum-wroclawia-ID4fzyU","wroclaw","cegla",NA,NA
"1:1646","37,37 m²","pelna wlasnosc","2 ","do zamieszkania","1/4","balkon","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2021","blok","plastikowe","tak","telewizja kablowa, internet","teren zamkniety, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","525 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-nad-rzeka-w-nowej-dzielnicy-ID4fzgp","wroclaw","pustak",NA,NA
"1:1647","25 m²","zapytaj","1 ","do zamieszkania","1/3","zapytaj","200 zl","zapytaj","zapytaj","elektryczne","wtórny","biuro nieruchomosci ","1960","kamienica","plastikowe","nie",NA,NA,"meble","166 300 zl","https://www.otodom.pl/pl/oferta/okolice-birmanskiej-ID4fzdS","wroclaw",NA,"piwnica",NA
"1:1648","35,83 m²","pelna wlasnosc","1 ","do wykonczenia","1/5","balkon, taras","400 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2019","kamienica","drewniane","tak","internet","domofon / wideofon, monitoring / ochrona",NA,"839 000 zl","https://www.otodom.pl/pl/oferta/apartament-35-83m2-z-tarasem-14-83m2-dla-inwestora-ID4fz7i","wroclaw","cegla","piwnica",NA
"1:1649","36,56 m²","pelna wlasnosc","1 ","do wykonczenia","1/2","zapytaj","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"373 917 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-36m2-loggia-bezposrednio-ID4fvLb","wroclaw",NA,NA,NA
"1:1650","35,29 m²","pelna wlasnosc","2 ","do wykonczenia","1/2","balkon","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"361 428 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-ID4fvLR","wroclaw",NA,NA,NA
"1:1651","22,75 m²","pelna wlasnosc","1 ","zapytaj","2/10","taras","190 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"298 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-przygotowana-dla-osob-niepelnosprawnych-ID4fyEo","wroclaw","inne",NA,"2023-10-01"
"1:1652","37,37 m²","zapytaj","1 ","zapytaj","2/4","zapytaj","zapytaj","zapytaj","tak","zapytaj","pierwotny","biuro nieruchomosci ","2023","apartamentowiec",NA,"tak",NA,NA,NA,"539 809,65 zl","https://www.otodom.pl/pl/oferta/apartament-inwestycyjny-kepa-mieszczanska-ID4fy1e","wroclaw",NA,NA,NA
"1:1653","16,09 m²","pelna wlasnosc","1 ","do zamieszkania","4/7","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec",NA,"tak",NA,"domofon / wideofon, monitoring / ochrona","meble","294 631,53 zl","https://www.otodom.pl/pl/oferta/-ID4fy0Q","wroclaw",NA,NA,"2022-04-01"
"1:1654","18,7 m²","pelna wlasnosc","1 ","do zamieszkania","4/7","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec",NA,"tak",NA,"domofon / wideofon, monitoring / ochrona","meble","306 164,59 zl","https://www.otodom.pl/pl/oferta/-ID4fy0R","wroclaw",NA,NA,"2022-04-01"
"1:1655","25,67 m²","pelna wlasnosc","1 ","zapytaj","> 10/12","balkon","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,"domofon / wideofon, monitoring / ochrona",NA,"330 792 zl","https://www.otodom.pl/pl/oferta/11-ID4fy0P","wroclaw",NA,NA,"2022-03-31"
"1:1656","26,83 m²","pelna wlasnosc","1 ","zapytaj","> 10/12","balkon","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,"domofon / wideofon, monitoring / ochrona",NA,"344 096 zl","https://www.otodom.pl/pl/oferta/11-ID4fy0O","wroclaw",NA,NA,"2022-03-31"
"1:1657","28,03 m²","pelna wlasnosc","1 ","zapytaj","> 10/12","balkon","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,"domofon / wideofon, monitoring / ochrona",NA,"371 266 zl","https://www.otodom.pl/pl/oferta/mieszkzanie-z-balkonem-piekny-widok-z-12p-w-cenie-ID4fy0N","wroclaw",NA,NA,"2022-03-31"
"1:1658","18,53 m²","pelna wlasnosc","1 ","do zamieszkania","4/7","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec",NA,"tak",NA,"domofon / wideofon, monitoring / ochrona","meble","305 642,10 zl","https://www.otodom.pl/pl/oferta/lokal-w-centrum-miasta-idealna-inwestycja-ID4fy0M","wroclaw",NA,NA,"2022-04-01"
"1:1659","22,75 m²","pelna wlasnosc","1 ","do wykonczenia","3/10","balkon","220 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","telewizja kablowa, internet","domofon / wideofon",NA,"302 211 zl","https://www.otodom.pl/pl/oferta/lokal-uzytkowy-z-balkonem-w-swietnej-lokalizacji-ID4fxQO","wroclaw","inne",NA,"2023-10-01"
"1:1660","19,59 m²","zapytaj","1 ","zapytaj","1/4","zapytaj","zapytaj","zapytaj","tak","zapytaj","pierwotny","biuro nieruchomosci ",NA,"apartamentowiec",NA,"tak",NA,NA,NA,"313 440 zl","https://www.otodom.pl/pl/oferta/prestizowy-apartament-na-kepie-mieszczanskiej-ID4fxvG","wroclaw",NA,NA,NA
