"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Informacje dodatkowe","cena","urlo","miasto","Material budynku","Rok budowy","Dostepne od"
"1:1979","19,58 m²","pelna wlasnosc","1 ","do wykonczenia","4/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR1o","krakow",NA,NA,NA
"1:1980","19,92 m²","pelna wlasnosc","1 ","do wykonczenia","4/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR1n","krakow",NA,NA,NA
"1:1981","19,58 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR1m","krakow",NA,NA,NA
"1:1982","19,58 m²","pelna wlasnosc","1 ","do wykonczenia","5/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR1l","krakow",NA,NA,NA
"1:1983","21,3 m²","pelna wlasnosc","1 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-21m2-balkon-ID4fR1k","krakow",NA,NA,NA
"1:1984","19,58 m²","pelna wlasnosc","1 ","do wykonczenia","4/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR1i","krakow",NA,NA,NA
"1:1985","30,7 m²","pelna wlasnosc","2 ","do wykonczenia","5/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowy-lokal-inwestycyjny-30m2-balkon-ID4fR1h","krakow",NA,NA,NA
"1:1986","19,92 m²","pelna wlasnosc","1 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR1g","krakow",NA,NA,NA
"1:1987","19,58 m²","pelna wlasnosc","1 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR1f","krakow",NA,NA,NA
"1:1988","19,92 m²","pelna wlasnosc","1 ","do wykonczenia","4/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR1e","krakow",NA,NA,NA
"1:1989","19,92 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR1d","krakow",NA,NA,NA
"1:1990","30,7 m²","pelna wlasnosc","2 ","do wykonczenia","5/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowy-lokal-inwestycyjny-30m2-balkon-ID4fR1c","krakow",NA,NA,NA
"1:1991","30,7 m²","pelna wlasnosc","2 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowy-lokal-inwestycyjny-30m2-balkon-ID4fR1b","krakow",NA,NA,NA
"1:1992","21,64 m²","pelna wlasnosc","1 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-21m2-balkon-ID4fR1a","krakow",NA,NA,NA
"1:1993","24,04 m²","pelna wlasnosc","1 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-24m2-balkon-ID4fR19","krakow",NA,NA,NA
"1:1994","31,46 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowy-lokal-inwestycyjny-31m2-balkon-ID4fR18","krakow",NA,NA,NA
"1:1995","21,64 m²","pelna wlasnosc","1 ","do wykonczenia","4/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-21m2-balkon-ID4fR17","krakow",NA,NA,NA
"1:1996","19,92 m²","pelna wlasnosc","1 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR16","krakow",NA,NA,NA
"1:1997","19,92 m²","pelna wlasnosc","1 ","do wykonczenia","4/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR15","krakow",NA,NA,NA
"1:1998","19,58 m²","pelna wlasnosc","1 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR14","krakow",NA,NA,NA
"1:1999","30,7 m²","pelna wlasnosc","2 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowy-lokal-inwestycyjny-30m2-balkon-ID4fR12","krakow",NA,NA,NA
"1:2000","19,58 m²","pelna wlasnosc","1 ","do wykonczenia","4/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR10","krakow",NA,NA,NA
"1:2001","19,58 m²","pelna wlasnosc","1 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR0Z","krakow",NA,NA,NA
"1:2002","30,7 m²","pelna wlasnosc","2 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowy-lokal-inwestycyjny-30m2-balkon-ID4fR0X","krakow",NA,NA,NA
"1:2003","19,58 m²","pelna wlasnosc","1 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR0W","krakow",NA,NA,NA
"1:2004","27,56 m²","pelna wlasnosc","1 ","do wykonczenia","4/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-27m2-balkon-ID4fR0V","krakow",NA,NA,NA
"1:2005","19,58 m²","pelna wlasnosc","1 ","do wykonczenia","4/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR0T","krakow",NA,NA,NA
"1:2006","23,37 m²","pelna wlasnosc","1 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-23m2-balkon-ID4fR0R","krakow",NA,NA,NA
"1:2007","30,7 m²","pelna wlasnosc","2 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowy-lokal-inwestycyjny-30m2-balkon-ID4fR0S","krakow",NA,NA,NA
"1:2008","29,56 m²","pelna wlasnosc","1 ","do wykonczenia","4/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-29m2-balkon-ID4fR0Q","krakow",NA,NA,NA
"1:2009","19,58 m²","pelna wlasnosc","1 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR0P","krakow",NA,NA,NA
"1:2010","27,56 m²","pelna wlasnosc","1 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-27m2-balkon-ID4fR0O","krakow",NA,NA,NA
"1:2011","19,92 m²","pelna wlasnosc","1 ","do wykonczenia","4/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR0N","krakow",NA,NA,NA
"1:2012","19,92 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR0M","krakow",NA,NA,NA
"1:2013","21,64 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-21m2-balkon-ID4fR0L","krakow",NA,NA,NA
"1:2014","19,92 m²","pelna wlasnosc","1 ","do wykonczenia","4/5","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-bezposrednio-ID4fR0K","krakow",NA,NA,NA
"1:2015","19,58 m²","pelna wlasnosc","1 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR0J","krakow",NA,NA,NA
"1:2016","19,92 m²","pelna wlasnosc","1 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR0G","krakow",NA,NA,NA
"1:2017","19,58 m²","pelna wlasnosc","1 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR0F","krakow",NA,NA,NA
"1:2018","30,7 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowy-lokal-inwestycyjny-30m2-balkon-ID4fR0E","krakow",NA,NA,NA
"1:2019","19,92 m²","pelna wlasnosc","1 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR0D","krakow",NA,NA,NA
"1:2020","21,3 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-21m2-balkon-ID4fR0C","krakow",NA,NA,NA
"1:2021","19,58 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-bezposrednio-ID4fR0B","krakow",NA,NA,NA
"1:2022","19,92 m²","pelna wlasnosc","1 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR0A","krakow",NA,NA,NA
"1:2023","19,58 m²","pelna wlasnosc","1 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR0z","krakow",NA,NA,NA
"1:2024","29,56 m²","pelna wlasnosc","1 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-29m2-balkon-ID4fR0y","krakow",NA,NA,NA
"1:2025","30,7 m²","pelna wlasnosc","2 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowy-lokal-inwestycyjny-30m2-balkon-ID4fR0v","krakow",NA,NA,NA
"1:2026","21,3 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-21m2-balkon-ID4fR0x","krakow",NA,NA,NA
"1:2027","31,81 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowy-lokal-inwestycyjny-31m2-balkon-ID4fR0t","krakow",NA,NA,NA
"1:2028","19,92 m²","pelna wlasnosc","1 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR0u","krakow",NA,NA,NA
"1:2029","19,58 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR0w","krakow",NA,NA,NA
"1:2030","19,58 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR0q","krakow",NA,NA,NA
"1:2031","30,7 m²","pelna wlasnosc","2 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowy-lokal-inwestycyjny-30m2-balkon-ID4fR0r","krakow",NA,NA,NA
"1:2032","19,58 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR0s","krakow",NA,NA,NA
"1:2033","19,92 m²","pelna wlasnosc","1 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR0n","krakow",NA,NA,NA
"1:2034","19,92 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR0o","krakow",NA,NA,NA
"1:2035","29,56 m²","pelna wlasnosc","1 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-29m2-balkon-ID4fR0p","krakow",NA,NA,NA
"1:2036","19,92 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR0m","krakow",NA,NA,NA
"1:2037","31,46 m²","pelna wlasnosc","2 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowy-lokal-inwestycyjny-31m2-balkon-ID4fR0l","krakow",NA,NA,NA
"1:2038","21,64 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-21m2-balkon-ID4fR0h","krakow",NA,NA,NA
"1:2039","30,7 m²","pelna wlasnosc","2 ","do wykonczenia","parter/5","ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowy-lokal-inwestycyjny-30m2-ogrodek-ID4fR0i","krakow",NA,NA,NA
"1:2040","31,81 m²","pelna wlasnosc","2 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowy-lokal-inwestycyjny-31m2-balkon-ID4fR0j","krakow",NA,NA,NA
"1:2041","24,71 m²","pelna wlasnosc","1 ","do wykonczenia","3/5","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-24m2-bezposrednio-ID4fR0e","krakow",NA,NA,NA
"1:2042","19,92 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-bez-prowizji-ID4fR0f","krakow",NA,NA,NA
"1:2043","19,92 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR0g","krakow",NA,NA,NA
"1:2044","30,7 m²","pelna wlasnosc","2 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowy-lokal-inwestycyjny-30m2-balkon-ID4fR0d","krakow",NA,NA,NA
"1:2045","24,04 m²","pelna wlasnosc","1 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-24m2-balkon-ID4fR0a","krakow",NA,NA,NA
"1:2046","27,56 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-27m2-balkon-ID4fR09","krakow",NA,NA,NA
"1:2047","19,58 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR08","krakow",NA,NA,NA
"1:2048","19,58 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR05","krakow",NA,NA,NA
"1:2049","30,7 m²","pelna wlasnosc","2 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowy-lokal-inwestycyjny-30m2-balkon-ID4fR06","krakow",NA,NA,NA
"1:2050","19,58 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR07","krakow",NA,NA,NA
"1:2051","19,92 m²","pelna wlasnosc","1 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR03","krakow",NA,NA,NA
"1:2052","19,92 m²","pelna wlasnosc","1 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-19m2-balkon-ID4fR04","krakow",NA,NA,NA
