"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Material budynku","cena","urlo","miasto","Informacje dodatkowe","Dostepne od"
"1:3299","28,9 m²","pelna wlasnosc","1 ","do wykonczenia","7/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"521 552 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-ID4eB7V","warszawa",NA,NA
"1:3300","28,9 m²","pelna wlasnosc","1 ","do wykonczenia","5/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"510 199 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-ID4eB7O","warszawa",NA,NA
"1:3301","28,9 m²","pelna wlasnosc","1 ","do wykonczenia","7/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"521 947 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-bez-prowizji-ID4eB7I","warszawa",NA,NA
"1:3302","28,9 m²","pelna wlasnosc","1 ","do wykonczenia","6/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"516 008 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-bezposrednio-ID4eB7H","warszawa",NA,NA
"1:3303","25 m²","pelna wlasnosc","1 ","do wykonczenia","6/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"442 970 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-loggia-ID4eB7E","warszawa",NA,NA
"1:3304","28,8 m²","pelna wlasnosc","1 ","do wykonczenia","6/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"515 219 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-bez-prowizji-ID4eB7B","warszawa",NA,NA
"1:3305","28,9 m²","pelna wlasnosc","1 ","do wykonczenia","4/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"506 503 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-ID4eB7z","warszawa",NA,NA
"1:3306","25 m²","pelna wlasnosc","1 ","do wykonczenia","7/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"447 507 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-loggia-ID4eB7x","warszawa",NA,NA
"1:3307","28,8 m²","pelna wlasnosc","1 ","do wykonczenia","4/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"505 582 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-bezposrednio-ID4eB7u","warszawa",NA,NA
"1:3308","25 m²","pelna wlasnosc","1 ","do wykonczenia","5/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"437 929 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-loggia-ID4eB7w","warszawa",NA,NA
"1:3309","28,9 m²","pelna wlasnosc","1 ","do wykonczenia","6/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"516 008 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-bezposrednio-ID4eB7m","warszawa",NA,NA
"1:3310","28,9 m²","pelna wlasnosc","1 ","do wykonczenia","6/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"516 536 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-bez-prowizji-ID4eB7n","warszawa",NA,NA
"1:3311","28,9 m²","pelna wlasnosc","1 ","do wykonczenia","3/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497 130 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-ID4eB7l","warszawa",NA,NA
"1:3312","28,8 m²","pelna wlasnosc","1 ","do wykonczenia","3/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"496 341 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-bezposrednio-ID4eB7i","warszawa",NA,NA
"1:3313","28,8 m²","pelna wlasnosc","1 ","do wykonczenia","5/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"509 278 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-bez-prowizji-ID4eB7a","warszawa",NA,NA
"1:3314","28,9 m²","pelna wlasnosc","1 ","do wykonczenia","5/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"510 595 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-bezposrednio-ID4eB75","warszawa",NA,NA
"1:3315","28,9 m²","pelna wlasnosc","1 ","do wykonczenia","5/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"510 199 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-bez-prowizji-ID4eB74","warszawa",NA,NA
"1:3316","25 m²","pelna wlasnosc","1 ","do wykonczenia","4/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"434 905 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-loggia-bez-prowizji-ID4eB70","warszawa",NA,NA
"1:3317","28,9 m²","pelna wlasnosc","1 ","do wykonczenia","4/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"506 899 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-ID4eB6U","warszawa",NA,NA
"1:3318","28,9 m²","pelna wlasnosc","1 ","do wykonczenia","2/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"478 254 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-ID4eB6W","warszawa",NA,NA
"1:3319","28,5 m²","pelna wlasnosc","1 ","do wykonczenia","1/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"463 198 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-bezposrednio-ID4eB6Q","warszawa",NA,NA
"1:3320","28,9 m²","pelna wlasnosc","1 ","do wykonczenia","3/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497 658 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-ID4eB6P","warszawa",NA,NA
"1:3321","28,9 m²","pelna wlasnosc","1 ","do wykonczenia","3/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497 658 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-ID4eB6L","warszawa",NA,NA
"1:3322","28,1 m²","pelna wlasnosc","1 ","do wykonczenia","1/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"458 963 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-bez-prowizji-ID4eB6H","warszawa",NA,NA
"1:3323","28,2 m²","pelna wlasnosc","1 ","do wykonczenia","1/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"459 653 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-bezposrednio-ID4eB6E","warszawa",NA,NA
"1:3324","28,8 m²","pelna wlasnosc","1 ","do wykonczenia","2/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"477 465 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-bez-prowizji-ID4eB6D","warszawa",NA,NA
"1:3325","28,9 m²","pelna wlasnosc","1 ","do wykonczenia","2/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"478 650 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-ID4eB6A","warszawa",NA,NA
"1:3326","31,76 m²","zapytaj","2 ","do wykonczenia","1","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2021","blok",NA,"tak",NA,NA,NA,NA,"449 100 zl","https://www.otodom.pl/pl/oferta/2-pokoje-warszawa-ursynow-stan-deweloperski-ID4eB4A","warszawa",NA,NA
"1:3327","27,2 m²","pelna wlasnosc","2 ","do zamieszkania","1/2","balkon","290 zl","garaz/miejsce parkingowe","tak","miejskie","wtórny","biuro nieruchomosci ","2020","blok","plastikowe","nie","telewizja kablowa, internet","domofon / wideofon, monitoring / ochrona, rolety antywlamaniowe","zmywarka, meble, piekarnik, kuchenka, pralka","cegla","373 000 zl","https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-27-23m2-warszawa-bialoleka-ID4eAw7","warszawa",NA,NA
"1:3328","36,5 m²","pelna wlasnosc","2 ","zapytaj","4/12","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1983","blok",NA,"nie",NA,NA,NA,"inne","435 000 zl","https://www.otodom.pl/pl/oferta/dwupokojowe-z-loggia-kw-jelonki-ID4ey9n","warszawa",NA,NA
"1:3329","30 m²","zapytaj","1 ","do zamieszkania","> 10/15","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1971",NA,"plastikowe","tak",NA,"domofon / wideofon",NA,"inne","390 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-30-m-warszawa-ID4exm5","warszawa",NA,"2021-12-07"
"1:3330","36,4 m²","zapytaj","2 ","do remontu","parter/3","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1990",NA,NA,"nie",NA,NA,NA,NA,"473 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-ciche-balkon-ID4euOO","warszawa",NA,"2021-12-07"
"1:3331","25,14 m²","pelna wlasnosc","1 ","do zamieszkania","5/6","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2019","apartamentowiec","drewniane","tak",NA,"teren zamkniety, monitoring / ochrona","zmywarka, lodówka, kuchenka","cegla","499 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-studio-pod-wynajem-burakowska-ID45KNV","warszawa","oddzielna kuchnia",NA
"1:3332","32,3 m²","pelna wlasnosc","1 ","do zamieszkania","6/13","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2015","apartamentowiec","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, teren zamkniety, monitoring / ochrona","zmywarka, lodówka, piekarnik, kuchenka","inne","499 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-os-park-skandynawia-jezioranskiego-ID4cemz","warszawa",NA,NA
"1:3333","24 m²","pelna wlasnosc","1 ","do zamieszkania","5/5","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"kamienica",NA,"tak",NA,NA,NA,"cegla","515 000 zl","https://www.otodom.pl/pl/oferta/bajeczna-kawalerka-scisle-centrum-ID4etqf","warszawa",NA,NA
"1:3334","26 m²","pelna wlasnosc","1 ","do zamieszkania","2/4","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"kamienica",NA,"nie",NA,NA,NA,"cegla","515 000 zl","https://www.otodom.pl/pl/oferta/wow-mega-lokalizacja-inwestycyjnie-ID4etpU","warszawa",NA,NA
"1:3335","38 m²","pelna wlasnosc","2 ","do zamieszkania","parter/4","zapytaj","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1955","kamienica",NA,"nie",NA,NA,NA,"cegla","650 000 zl","https://www.otodom.pl/pl/oferta/bajeczne-super-lokalizacja-ID4etoy","warszawa",NA,NA
"1:3336","35 m²","pelna wlasnosc","2 ","do zamieszkania","2/4","zapytaj","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1965","kamienica",NA,"nie",NA,NA,"meble","cegla","715 000 zl","https://www.otodom.pl/pl/oferta/magiczne-super-lokalizacja-ID4etox","warszawa",NA,NA
"1:3337","28 m²","zapytaj","1 ","do zamieszkania","1/10","zapytaj","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1969","blok",NA,"tak",NA,NA,NA,NA,"479 000 zl","https://www.otodom.pl/pl/oferta/super-kawalerka-centrum-warszawy-ID4etow","warszawa",NA,NA
"1:3338","34,06 m²","zapytaj","2 ","zapytaj","6/11","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,NA,"568 802 zl","https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-metro-ratusz-arsenal-ID4cpMf","warszawa","piwnica",NA
"1:3339","36,79 m²","pelna wlasnosc","2 ","zapytaj","4/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","apartamentowiec","drewniane","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona, rolety antywlamaniowe",NA,"inne","648 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-na-woli-duzy-wybor-mieszkan-ID4ervG","warszawa",NA,"2023-10-01"
"1:3340","29,95 m²","pelna wlasnosc","1 ","do zamieszkania","parter/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1895","kamienica",NA,"tak",NA,NA,NA,"cegla","988 350 zl","https://www.otodom.pl/pl/oferta/wyjatkowa-oferta-ID4errQ","warszawa",NA,NA
"1:3341","28,77 m²","pelna wlasnosc","1 ","zapytaj","1/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","apartamentowiec","drewniane","tak",NA,"drzwi / okna antywlamaniowe, domofon / wideofon",NA,"inne","542 000 zl","https://www.otodom.pl/pl/oferta/kawalarka-studio-wola-ID4erid","warszawa",NA,"2023-10-01"
"1:3342","31 m²","pelna wlasnosc","1 ","do wykonczenia","1/4","balkon, taras","200 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2021","apartamentowiec","plastikowe","tak",NA,"monitoring / ochrona",NA,"cegla","445 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-na-kultowej-starej-pradze-cesja-umowy-ID4eqRD","warszawa",NA,NA
"1:3343","24 m²","pelna wlasnosc","1 ","do remontu","5/10","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1970","blok",NA,"tak",NA,"domofon / wideofon",NA,"inne","515 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-tuz-przy-zlotych-tarasach-ID4epG5","warszawa",NA,NA
"1:3344","28,7 m²","pelna wlasnosc","1 ","do wykonczenia","5/8","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"569 000 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-balkon-bez-prowizji-ID4e1VA","warszawa",NA,NA
"1:3345","27,33 m²","pelna wlasnosc","1 ","zapytaj","3/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","50",NA,"plastikowe","nie",NA,"domofon / wideofon",NA,NA,"487 000 zl","https://www.otodom.pl/pl/oferta/sprzedaz-kawalerki-27-m2-warszawa-ul-lowicka7-15-ID4enGh","warszawa","piwnica",NA
"1:3346","37 m²","pelna wlasnosc","2 ","zapytaj","parter/5","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1932","kamienica",NA,"tak",NA,NA,NA,"cegla","1 000 000 zl","https://www.otodom.pl/pl/oferta/przepiekny-lokal-przy-chmielnej-ID4em8G","warszawa",NA,NA
"1:3347","31,2 m²","pelna wlasnosc","1 ","do wykonczenia","parter/8","ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"592 000 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-31m2-ogrodek-bezposrednio-ID4ekPO","warszawa",NA,NA
"1:3348","31,2 m²","pelna wlasnosc","1 ","do wykonczenia","1/8","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"569 000 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-31m2-balkon-bezposrednio-ID4ekPM","warszawa",NA,NA
"1:3349","36,3 m²","zapytaj","1 ","do zamieszkania","> 10/30","zapytaj","375 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2005","apartamentowiec","drewniane","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","cegla","650 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-obok-ronda-daszynskiego-piekny-widok-ID4ejkT","warszawa",NA,"2021-12-01"
"1:3350","36,2 m²","spóldzielcze wl. z KW","2 ","do remontu","4/9","balkon","590 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1980","blok","plastikowe","tak","telewizja kablowa",NA,NA,"zelbet","410 000 zl","https://www.otodom.pl/pl/oferta/dwupokojowe-z-oddzielna-kuchnia-ul-sternicza-ID4ej5H","warszawa","piwnica",NA
"1:3351","36,45 m²","pelna wlasnosc","2 ","do zamieszkania","3/4","zapytaj","390 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1960","blok","plastikowe","nie",NA,NA,"meble","cegla","420 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-36-45-m-warszawa-ID4ej5y","warszawa","piwnica",NA
"1:3352","26,2 m²","pelna wlasnosc","1 ","do zamieszkania","7/7","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2016","apartamentowiec",NA,"tak",NA,NA,NA,"cegla","579 000 zl","https://www.otodom.pl/pl/oferta/do-sprzedazy-jednopokojowe-mieszkanie-ID4dH4e","warszawa",NA,NA
"1:3353","35,92 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","balkon","500 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2021","apartamentowiec","drewniane","tak","internet, telefon","domofon / wideofon, monitoring / ochrona",NA,"cegla","975 000 zl","https://www.otodom.pl/pl/oferta/zamieszkaj-w-najmodniejszej-czesci-powisla-ID4edZa","warszawa",NA,"2021-11-10"
"1:3354","35 m²","pelna wlasnosc","2 ","zapytaj","2/4","balkon","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie",NA,"domofon / wideofon",NA,"cegla","690 000 zl","https://www.otodom.pl/pl/oferta/klimatyczne-2-pokoje-na-muranowie-35-m2-metro-ID4ehy0","warszawa",NA,NA
"1:3355","38 m²","zapytaj","2 ","do remontu","> 10/23","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1968","blok",NA,"tak",NA,NA,NA,NA,"690 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-38-m-warszawa-ID4ehjn","warszawa",NA,NA
"1:3356","27,42 m²","spóldzielcze wl. z KW","2 ","do zamieszkania","3/15","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1972","blok",NA,"tak",NA,NA,NA,"wielka plyta","650 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-27-42-m-warszawa-ID4dCv3","warszawa",NA,NA
"1:3357","37,9 m²","pelna wlasnosc","2 ","zapytaj","3/6","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2010","apartamentowiec",NA,"nie",NA,NA,NA,"cegla","493 000 zl","https://www.otodom.pl/pl/oferta/dwa-pokoje-38m2-z-garazem-sadyba-2010r-ID4egzp","warszawa",NA,NA
"1:3358","35 m²","pelna wlasnosc","1 ","do remontu","2/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1955","kamienica",NA,"tak",NA,NA,NA,"cegla","489 000 zl","https://www.otodom.pl/pl/oferta/okazja-kawalerka-stara-ochota-ID4egps","warszawa","piwnica, oddzielna kuchnia",NA
"1:3359","31,36 m²","pelna wlasnosc","1 ","do zamieszkania","6/7","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1979","blok",NA,"tak",NA,NA,NA,"wielka plyta","353 330 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-klimatyzacja-na-goclawiu-ID4egpr","warszawa","piwnica, oddzielna kuchnia",NA
"1:3360","24,53 m²","pelna wlasnosc","1 ","do zamieszkania","4/8","zapytaj","350 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2018","apartamentowiec",NA,"tak","internet","monitoring / ochrona","zmywarka, lodówka, kuchenka, pralka",NA,"368 000 zl","https://www.otodom.pl/pl/oferta/praktyczna-kawalerka-na-woli-ID4eexA","warszawa",NA,"2022-06-24"
"1:3361","34 m²","pelna wlasnosc","2 ","zapytaj","parter/6","zapytaj","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1914","kamienica","drewniane","nie","telewizja kablowa, internet, telefon",NA,NA,"cegla","520 000 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-w-odrestaurowanej-ogrodzonej-kamienicy-ID4ed8S","warszawa",NA,"2022-06-26"
"1:3362","29,95 m²","pelna wlasnosc","1 ","do wykonczenia","1/8","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"564 000 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-balkon-bez-prowizji-ID4e1WN","warszawa",NA,NA
"1:3363","26 m²","pelna wlasnosc","1 ","do zamieszkania","4/4","taras","300 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2011","blok",NA,"tak","telewizja kablowa, internet, telefon","monitoring / ochrona","zmywarka, lodówka, meble, kuchenka, telewizor","silikat","350 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-pod-inwestycje-garaz-taras-lotnisko-ID4dghC","warszawa",NA,"2021-09-10"
"1:3364","30,07 m²","pelna wlasnosc","1 ","do wykonczenia","5/5","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-loggia-bez-prowizji-ID4eaXU","warszawa",NA,NA
"1:3365","29,91 m²","pelna wlasnosc","1 ","do wykonczenia","5/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-balkon-bezposrednio-ID4eaX1","warszawa",NA,NA
"1:3366","30,07 m²","pelna wlasnosc","1 ","do wykonczenia","4/5","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-loggia-bezposrednio-ID4eaVD","warszawa",NA,NA
"1:3367","27,54 m²","pelna wlasnosc","1 ","do wykonczenia","1/8","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"519 000 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-balkon-bezposrednio-ID4e1WP","warszawa",NA,NA
"1:3368","26,4 m²","pelna wlasnosc","1 ","do zamieszkania","8/9","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1970","blok",NA,"tak",NA,"domofon / wideofon","meble","wielka plyta","399 000 zl","https://www.otodom.pl/pl/oferta/kawalerska-w-centrum-z-pieknym-widokiem-ID4e9mt","warszawa","piwnica",NA
"1:3369","36 m²","zapytaj","2 ","zapytaj","9/16","zapytaj","320 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1981",NA,NA,"nie",NA,NA,NA,NA,"560 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-36-m-warszawa-ID4e9hd","warszawa",NA,NA
