"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Informacje dodatkowe","Material budynku","cena","urlo","miasto","Dostepne od","Rok budowy"
"1:882","27,73 m²","zapytaj","1 ","zapytaj","3/4","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","deweloper","blok",NA,"tak",NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-helenow-park-d-4-89-ID4eCSA","lodz",NA,"2023"
"1:883","27,73 m²","zapytaj","1 ","zapytaj","3/4","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","deweloper","blok",NA,"tak",NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-helenow-park-d-3-85-ID4eCSn","lodz",NA,"2023"
"1:884","27,73 m²","zapytaj","1 ","zapytaj","2/4","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","deweloper","blok",NA,"tak",NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-helenow-park-d-2-81-ID4eCRw","lodz",NA,"2023"
"1:885","27,73 m²","zapytaj","1 ","zapytaj","1/4","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","deweloper","blok",NA,"tak",NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-helenow-park-d-1-77-ID4eCPT","lodz",NA,"2023"
"1:886","27,89 m²","zapytaj","1 ","zapytaj","4/4","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","deweloper","blok",NA,"tak",NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-helenow-park-c-4-70-ID4eCix","lodz",NA,"2023"
"1:887","27,89 m²","zapytaj","1 ","zapytaj","3/4","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","deweloper","blok",NA,"tak",NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/praktyczne-mieszkanie-helenow-park-c-3-63-ID4eCgX","lodz",NA,"2023"
"1:888","27,89 m²","zapytaj","1 ","zapytaj","2/4","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","deweloper","blok",NA,"tak",NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-helenow-park-c-2-56-ID4eCeD","lodz",NA,"2023"
"1:889","27,89 m²","zapytaj","1 ","zapytaj","1/4","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","deweloper","blok",NA,"tak",NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-helenow-park-c-1-49-ID4eCdE","lodz",NA,"2023"
"1:890","30,75 m²","pelna wlasnosc","1 ","do wykonczenia","parter/4","ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-ogrodek-ID4eBzZ","lodz",NA,NA
"1:891","30,22 m²","pelna wlasnosc","1 ","do wykonczenia","parter/4","ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-ogrodek-bez-prowizji-ID4eBzp","lodz",NA,NA
"1:892","29,66 m²","pelna wlasnosc","1 ","do wykonczenia","parter/4","ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-ogrodek-bez-prowizji-ID4eBzg","lodz",NA,NA
"1:893","30,26 m²","pelna wlasnosc","1 ","do wykonczenia","parter/4","ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-ogrodek-bez-prowizji-ID4eBz2","lodz",NA,NA
"1:894","36,04 m²","pelna wlasnosc","1 ","do wykonczenia","parter/4","ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-36m2-ogrodek-bez-prowizji-ID4eByR","lodz",NA,NA
"1:895","35,3 m²","pelna wlasnosc","1 ","do wykonczenia","parter/4","ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-ogrodek-bezposrednio-ID4eByP","lodz",NA,NA
"1:896","29,62 m²","pelna wlasnosc","1 ","do wykonczenia","parter/4","ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-ogrodek-ID4eBxB","lodz",NA,NA
"1:897","35,3 m²","pelna wlasnosc","1 ","do wykonczenia","parter/4","ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-ogrodek-bez-prowizji-ID4eBxE","lodz",NA,NA
"1:898","30,34 m²","pelna wlasnosc","1 ","do wykonczenia","1/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-bez-prowizji-ID4eBxb","lodz",NA,NA
"1:899","30,31 m²","pelna wlasnosc","1 ","do wykonczenia","2/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-ID4eBx5","lodz",NA,NA
"1:900","35,36 m²","pelna wlasnosc","1 ","do wykonczenia","2/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-balkon-bez-prowizji-ID4eBx1","lodz",NA,NA
"1:901","35,36 m²","pelna wlasnosc","1 ","do wykonczenia","1/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-balkon-ID4eBx3","lodz",NA,NA
"1:902","29,71 m²","pelna wlasnosc","1 ","do wykonczenia","1/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-balkon-ID4eBvT","lodz",NA,NA
"1:903","30,23 m²","pelna wlasnosc","1 ","do wykonczenia","parter/4","ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-ogrodek-bez-prowizji-ID4eBvQ","lodz",NA,NA
"1:904","36,1 m²","pelna wlasnosc","1 ","do wykonczenia","1/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-36m2-balkon-ID4eBvR","lodz",NA,NA
"1:905","29,62 m²","pelna wlasnosc","1 ","do wykonczenia","parter/4","ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-ogrodek-bez-prowizji-ID4eBvH","lodz",NA,NA
"1:906","36,1 m²","pelna wlasnosc","1 ","do wykonczenia","3/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-36m2-balkon-bez-prowizji-ID4eBvC","lodz",NA,NA
"1:907","35,36 m²","pelna wlasnosc","1 ","do wykonczenia","3/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-balkon-ID4eBvy","lodz",NA,NA
"1:908","35,36 m²","pelna wlasnosc","1 ","do wykonczenia","1/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-balkon-ID4eBvp","lodz",NA,NA
"1:909","36,04 m²","pelna wlasnosc","1 ","do wykonczenia","parter/4","ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-36m2-ogrodek-ID4eBvn","lodz",NA,NA
"1:910","35,3 m²","pelna wlasnosc","1 ","do wykonczenia","parter/4","ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-ogrodek-bezposrednio-ID4eBvh","lodz",NA,NA
"1:911","35,3 m²","pelna wlasnosc","1 ","do wykonczenia","parter/4","ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-ogrodek-bez-prowizji-ID4eBv7","lodz",NA,NA
"1:912","36,04 m²","pelna wlasnosc","1 ","do wykonczenia","1/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-36m2-balkon-ID4eBv6","lodz",NA,NA
"1:913","30,31 m²","pelna wlasnosc","1 ","do wykonczenia","1/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-bez-prowizji-ID4eBwY","lodz",NA,NA
"1:914","36,1 m²","pelna wlasnosc","1 ","do wykonczenia","3/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-36m2-balkon-bez-prowizji-ID4eBwM","lodz",NA,NA
"1:915","35,36 m²","pelna wlasnosc","1 ","do wykonczenia","3/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-balkon-ID4eBwJ","lodz",NA,NA
"1:916","36,5 m²","zapytaj","2 ","do zamieszkania","parter/3","zapytaj","330 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","blok",NA,"nie",NA,NA,NA,NA,NA,"310 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-36-50-m-lodz-ID4eydo","lodz",NA,"1950"
"1:917","35,94 m²","pelna wlasnosc","1 ","do remontu","parter/1","zapytaj","zapytaj","zapytaj","zapytaj","elektryczne","wtórny","biuro nieruchomosci ","kamienica",NA,"nie",NA,NA,NA,"oddzielna kuchnia","cegla","192 000 zl","https://www.otodom.pl/pl/oferta/przestronna-kawalerka-na-polesiu-ID4ewWL","lodz",NA,"1920"
"1:918","28,8 m²","pelna wlasnosc","2 ","zapytaj","parter/4","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ",NA,"plastikowe","nie","telefon",NA,NA,NA,"inne","273 600 zl","https://www.otodom.pl/pl/oferta/mieszkanie-28-80-m-lodz-ID4ewxG","lodz",NA,"2023"
"1:919","37,72 m²","pelna wlasnosc","2 ","zapytaj","4/4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ",NA,"plastikowe","nie","internet, telefon",NA,NA,NA,"inne","339 480 zl","https://www.otodom.pl/pl/oferta/mieszkanie-37-72-m-lodz-ID4ewxF","lodz",NA,"2023"
"1:920","23,5 m²","zapytaj","1 ","zapytaj","2/2","zapytaj","200 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","kamienica","plastikowe","nie",NA,NA,NA,NA,NA,"165 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-23-50-m-lodz-ID4erkV","lodz",NA,"1958"
"1:921","17,5 m²","udzial","1 ","do wykonczenia","parter","taras","zapytaj","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","dom wolnostojacy","plastikowe","nie",NA,NA,NA,NA,"cegla","114 000 zl","https://www.otodom.pl/pl/oferta/kawlerki-inwestycyjne-od-16m2-do-33m2-ID4eoJJ","lodz","2021-11-24","2015"
"1:922","20 m²","udzial","1 ","do wykonczenia","parter/1","taras","zapytaj","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","dom wolnostojacy","plastikowe","nie",NA,NA,NA,NA,"pustak","130 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-inwestycyjna-z-tarasem-blisko-do-asp-ro-ID4eoJH","lodz","2021-11-24","2010"
"1:923","16 m²","udzial","1 ","do wykonczenia","1/1","zapytaj","zapytaj","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","dom wolnostojacy","plastikowe","nie",NA,NA,NA,NA,"inne","104 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-domu-z-ogrodem-dobry-dojazd-do-asp-i-ID4eoJC","lodz","2021-11-24","2010"
"1:924","33 m²","udzial","1 ","do wykonczenia","1/1","zapytaj","zapytaj","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","dom wolnostojacy","plastikowe","nie",NA,NA,NA,NA,"inne","198 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-dwupokojowe-w-domu-z-ogrodem-lokalizac-ID4eoJB","lodz","2021-11-24","2015"
"1:925","18 m²","udzial","1 ","do wykonczenia","1/1","taras","zapytaj","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","dom wolnostojacy","plastikowe","nie","internet",NA,NA,NA,"inne","118 000 zl","https://www.otodom.pl/pl/oferta/inwestycyjna-kawalerka-z-duzym-tarasem-blisko-asp-ID4eoJx","lodz","2021-11-24","2015"
"1:926","35,14 m²","pelna wlasnosc","1 ","do wykonczenia","2/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-balkon-ID4emVz","lodz",NA,NA
"1:927","35,14 m²","pelna wlasnosc","1 ","do wykonczenia","3/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-balkon-bezposrednio-ID4emWy","lodz",NA,NA
"1:928","36,96 m²","pelna wlasnosc","1 ","do wykonczenia","2/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-36m2-balkon-bez-prowizji-ID4emWk","lodz",NA,NA
"1:929","35,53 m²","pelna wlasnosc","1 ","do wykonczenia","1/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-balkon-bezposrednio-ID4emW8","lodz",NA,NA
"1:930","13 m²","pelna wlasnosc","1 ","do wykonczenia","1/3","zapytaj","140 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","kamienica","plastikowe","nie",NA,NA,NA,NA,NA,"105 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-13-m-lodz-ID4emgG","lodz",NA,"1940"
"1:931","35,94 m²","pelna wlasnosc","1 ","do remontu","parter/1","zapytaj","zapytaj","zapytaj","zapytaj","elektryczne","wtórny","biuro nieruchomosci ","kamienica",NA,"nie",NA,NA,NA,"oddzielna kuchnia","cegla","192 000 zl","https://www.otodom.pl/pl/oferta/przestronna-kawalerka-na-polesiu-ID4ekmO","lodz",NA,"1920"
"1:932","33,72 m²","pelna wlasnosc","1 ","do wykonczenia","9/11","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-33m2-bez-posrednikow-ID4ejz5","lodz",NA,NA
"1:933","33,92 m²","pelna wlasnosc","1 ","do wykonczenia","6/11","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-33m2-bez-prowizji-ID4ejz1","lodz",NA,NA
"1:934","33,76 m²","pelna wlasnosc","1 ","do wykonczenia","7/11","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-33m2-bez-posrednikow-ID4ejz2","lodz",NA,NA
"1:935","33,74 m²","pelna wlasnosc","1 ","do wykonczenia","8/11","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-33m2-bez-prowizji-ID4ejyV","lodz",NA,NA
"1:936","32,25 m²","pelna wlasnosc","1 ","do wykonczenia","3/13","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-ID4ejyy","lodz",NA,NA
"1:937","32,26 m²","pelna wlasnosc","1 ","do wykonczenia","4/13","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-bezposrednio-ID4ejyc","lodz",NA,NA
"1:938","38 m²","zapytaj","2 ","zapytaj","3/3","zapytaj","415 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","kamienica",NA,"nie",NA,NA,NA,NA,NA,"210 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-38-m-lodz-ID4ej9h","lodz",NA,"1915"
"1:939","26,46 m²","pelna wlasnosc","1 ","do wykonczenia","9/13","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-bez-prowizji-ID4eiHs","lodz",NA,NA
"1:940","26,46 m²","pelna wlasnosc","1 ","do wykonczenia","8/13","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-bez-posrednikow-ID4eiHd","lodz",NA,NA
"1:941","27,06 m²","pelna wlasnosc","1 ","do wykonczenia","7/13","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-bez-posrednikow-ID4eiHb","lodz",NA,NA
"1:942","27,05 m²","pelna wlasnosc","1 ","do wykonczenia","5/13","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-bez-posrednikow-ID4eiH7","lodz",NA,NA
"1:943","27,05 m²","pelna wlasnosc","1 ","do wykonczenia","6/13","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-bezposrednio-ID4eiH3","lodz",NA,NA
"1:944","30,64 m²","pelna wlasnosc","1 ","do wykonczenia","1/13","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-bez-posrednikow-ID4eiGT","lodz",NA,NA
"1:945","26,58 m²","pelna wlasnosc","1 ","do wykonczenia","4/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-balkon-ID4eiGO","lodz",NA,NA
"1:946","26,57 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-balkon-bez-prowizji-ID4eiGI","lodz",NA,NA
"1:947","12,85 m²","zapytaj","1 ","do zamieszkania","parter/2","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","kamienica",NA,"nie",NA,NA,"meble",NA,NA,"140 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-12-85-m-lodz-ID4egHK","lodz",NA,"1920"
"1:948","32,32 m²","zapytaj","2 ","do remontu","2/4","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,NA,NA,NA,NA,"260 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-32-32-m-lodz-ID4edh4","lodz",NA,"1964"
"1:949","17,51 m²","pelna wlasnosc","1 ","do zamieszkania","1/2","zapytaj","zapytaj","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","kamienica",NA,"nie","internet",NA,NA,NA,"cegla","131 000 zl","https://www.otodom.pl/pl/oferta/lodz-nietypowe-mieszkanie-17-m2-w-kamienicy-ID4e8XS","lodz",NA,"1932"
"1:950","34,36 m²","pelna wlasnosc","2 ","zapytaj","3/4","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ",NA,"plastikowe","nie",NA,NA,NA,NA,"wielka plyta","302 368 zl","https://www.otodom.pl/pl/oferta/mieszkanie-34-36-m-lodz-ID4e7RL","lodz",NA,"2023"
"1:951","34,8 m²","pelna wlasnosc","2 ","do wykonczenia","4/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"365 400 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-34m2-balkon-bezposrednio-ID4deIh","lodz",NA,NA
"1:952","26,83 m²","pelna wlasnosc","1 ","do zamieszkania","1/4","zapytaj","305 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"plastikowe","nie",NA,NA,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","pom. uzytkowe",NA,"249 000 zl","https://www.otodom.pl/pl/oferta/piekna-kawalerka-10-min-od-manufaktury-ID4e54z","lodz",NA,NA
"1:953","23,5 m²","pelna wlasnosc","1 ","do zamieszkania","2/2","zapytaj","zapytaj","zapytaj","zapytaj","elektryczne","wtórny","biuro nieruchomosci ","kamienica",NA,"nie",NA,NA,NA,"oddzielna kuchnia","cegla","160 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-23-5-m-2-lodz-gorna-z-2-pietro-ID4e4py","lodz",NA,"1950"
"1:954","33,5 m²","zapytaj","1 ","do wykonczenia","1/2","zapytaj","160 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","kamienica","plastikowe","nie",NA,"monitoring / ochrona",NA,NA,"cegla","210 000 zl","https://www.otodom.pl/pl/oferta/cena-z-przed-pandemii-tylko-6250-zlotych-za-metr-ID4dYyc","lodz",NA,"2020"
"1:955","32,61 m²","pelna wlasnosc","2 ","do zamieszkania","2/12","zapytaj","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","blok",NA,"tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,NA,"inne","313 056 zl","https://www.otodom.pl/pl/oferta/piekne-mieszkanie-2-pokojowe-w-lodzi-ID4dY3o","lodz",NA,"2021"
"1:956","26,22 m²","pelna wlasnosc","1 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"275 310 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-balkon-ID4dXJt","lodz",NA,NA
